序號,ns1:name3,ns1:SP_DESC,ns1:EP_DESC,ns1:CITY,ns1:TOWN,ns1:MGR_MCH,ns1:B_LENGTH,緯度,ns1:coordinates
bike587,環島串連山線-虎尾至林內段暨大埤至石龜溪段,雲73-1,彰雲大橋,雲林縣,虎尾鎮、斗六市、莿桐鄉、林內鄉,雲林縣政府,26500,23.66769743,120.4351517
bike588,環島1號線,西螺大橋,台1線,雲林縣,西螺鎮,西螺鎮,2500,23.80520088,120.4593487
bike589,大學路三段,中山路,雲林路二段,雲林縣,斗六市,雲林縣斗六市公所,3535,23.696283,120.521592
bike590,雲林縣斗六綠都心人文公園及懷舊訪古線自行車步道,文化路,大學路,雲林縣,斗六市,雲林縣政府,1400,23.71098316,120.5445944
bike591,古興路,雲德寶塔,永久屋,雲林縣,古坑鄉,古坑鄉公所,1700,23.646596,120.552484
bike592,特九號道路(古興路),雲德寶塔,永久屋,雲林縣,古坑鄉,古坑鄉公所,1700,23.64659635,120.5524841
bike593,新生路,古興路 新生路交叉口,雲202,雲林縣,古坑鄉,古坑鄉公所,1500,23.647258,120.559078
bike594,環島串聯山線-雲林縣古坑鄉至林內鄉自行車道串連工程,縣道154-瑞農路,嘉新路-鎮南路口,雲林縣,,雲林縣政府,17800,23.766359,120.60625
bike595,四湖鄉黑森林自行車道,箔仔寮漁港,林業試驗所四湖工作站,雲林縣,四湖鄉,四湖鄉公所,12000,23.62016666,120.140273
bike596,防風林自行車道,箔仔寮漁港,下崙,雲林縣,口湖鄉,口湖鄉公所,6000,23.618582,120.143903
bike597,口湖鄉下崙段自行車道路(漁港路),福安路,漁港路盡頭,雲林縣,口湖鄉,口湖鄉公所,1600,23.618876,120.15962
bike598,口湖鄉濱海崙潮段自行車道,牛排灣溪與台61交叉口,新港綠之二排水溝與台61交叉口,雲林縣,口湖鄉,口湖鄉公所,12000,23.5544163,120.1697176
bike599,宜梧農場自行車道,宜梧農場,牛排灣溪與台61交叉口,雲林縣,口湖鄉,口湖鄉公所,10000,23.546759,120.173164
bike600,口湖自行車道,宜梧農場自行車道,口湖遊客活動中心,雲林縣,口湖鄉,交通部觀光局雲嘉南濱海國家風景區管理處,100,23.547607,120.181911
bike601,水林鄉溪墘自行車道,雲163線與和安國小南側路口,雲163線與和安國小北側路口,雲林縣,水林鄉,水林鄉公所,600,23.53935989,120.262919
bike602,雲林縣東勢鄉廢棄鐵道綠美化興建工程,月眉,龍潭,雲林縣,東勢鄉,東勢鄉公所,3475,23.68906784,120.2717773
bike603,施厝鐵馬道,台塑員工大樓,西濱高架橋下,雲林縣,麥寮鄉,麥寮鄉公所,2000,23.792983,120.277956
bike604,台糖舊鐵道人行步道,勝平寮,馬鳴山鎮安宮,雲林縣,褒忠鄉,褒忠鄉,310,23.69882336,120.2781701
bike605,北港溪北岸堤頂自行車道(朝聖大道),土庫橋,北港大橋,雲林縣,北港鎮,北港鎮公所,7000,23.56836486,120.3067953
bike606,雲林縣崙背環保綠色休閒鐵馬道,雲9大有國小,新鎮路,雲林縣,崙背鄉,崙背鄉公所,7900,23.76537094,120.3096569
bike607,北提自行車專用道,堤防頂(莒光路),堤防頂(公民路),雲林縣,北港鎮,雲林縣政府,3910,23.58592541,120.324347
bike608,雲154線觀光廊道,舊庄村與草湖村聯外道路口,雲154與雲10交叉路口,雲林縣,崙背鄉,崙背鄉公所,1321,23.789429,120.328531
bike609,崙背鄉南光路路面改善計畫工程,崙前路與南光路口,台19線與南光路口,雲林縣,崙背鄉,崙背鄉公所,1100,23.7455711,120.3483812
bike610,雲102鄉道,,,雲林縣,土庫鎮,土庫鎮公所,1552,23.668896,120.371252
bike611,太平路D段,二崙鄉清潔隊旁飛雲廟,太平路B段,雲林縣,二崙鄉,二崙鄉公所,600,23.814971,120.37709
bike612,永吉巷C段,大庄路進永吉巷口,永吉巷終點,雲林縣,二崙鄉,二崙鄉公所,1535,23.800267,120.381768
bike613,太平路B段,台19線與太平路交叉口,接太平路A段,雲林縣,二崙鄉,二崙鄉公所,3110,23.812718,120.39556
bike614,太平路A段,台19線與太平路交叉口,自強大橋南側50m處,雲林縣,二崙鄉,二崙鄉公所,2215,23.817012,120.396831
bike615,濁水溪西螺堤防高灘地環境改善工程,自強大橋,中沙大橋,雲林縣,西螺鎮,水利署第四河川局,9000,23.81981077,120.3976916
bike616,雙鐵綠廊,溝心橋經防汛道路約560m,茄苳腳段5K+600m,雲林縣,大埤鄉,大埤鄉公所,2543,23.67156851,120.4362488
bike617,雲林縣七嵌暨詔安客家聚落導覽與環境改善,西螺東市場,西螺東市場,雲林縣,西螺鎮,雲林縣政府,10000,23.8021077,120.4631304
bike618,活水惠來自行車道,鄉村台糖鐵道,一號省道,雲林縣,虎尾鎮,虎尾鎮公所,2500,23.72350437,120.4783259
bike619,雲林縣雙鐵綠廊,虎尾鐵橋南側,斗南火車站及茄苳腳段5K+600,雲林縣,虎尾鎮,虎尾鎮公所、斗南鎮公所及大埤鄉公所,10643,23.67209158,120.4799688
bike620,斗六古坑綠色運動休閒鐵馬道工程,府文路廣場,楠仔車站,雲林縣,斗六市,雲林縣政府,8400,23.69505666,120.5278445
bike621,雲林縣古坑鄉橙鄉自行車道環境友善工程計畫,頂柴路 台三線交叉口,綠色隧道,雲林縣,古坑鄉,古坑鄉公所,2000,23.663449,120.5393
bike622,古坑鄉綠色隧道週邊串連工程,古坑台3線旅遊服務中心,古坑湳仔車站,雲林縣,,雲林縣政府,420,23.65499,120.542479
bike623,橙香鐵馬道-圳之徑(第三期),雲202與台三線交叉口,嵌腳村仙后宮,雲林縣,古坑鄉,古坑鄉公所,6000,23.643524,120.546738
bike624,橙香鐵馬道-圳之徑(第一期),石牛溪北岸,石牛溪南岸,雲林縣,古坑鄉,古坑鄉公所,150,23.65613858,120.5653708
bike625,橙香鐵馬道-圳之徑(第二期),棋盤村斗六大圳北端,雲202與台三線交叉口,雲林縣,古坑鄉,古坑鄉公所,6552,23.674591,120.581194
bike626,台三線周邊景觀工程,林內火車站,林內火車站,雲林縣,林內鄉,林內鄉公所,14900,23.77907872,120.6138035
bike627,林北紫斑蝶自行車道,增產路,增產路,雲林縣,林內鄉,林內鄉公所,1953,23.769852,120.61851
bike628,新店區碧潭浮筒自行車牽引道(新店渡渡口段至開天宮段),新店渡渡口,開天宮,新北市,新店區,高灘地工程管理處,135,0.001925013,118.7564782
bike629,新店區碧潭浮筒自行車牽引道,新店渡渡口,開天宮,新北市,新店區,高灘地工程管理處,135,0.001925013,118.7564782
bike630,八德路,八德路與文化二路口,八德路與文化北路口,新北市,林口區,林口區公所,900,25.066125,121.355221
bike631,文化北路,文化北路與中華路口,文化北路與八德路口,新北市,林口區,林口區公所,4000,25.066125,121.355341
bike632,自行車與行人共用道計畫(設置遵22-1牌面),文化三路1段忠孝路口,文化三路1段忠孝2路口,新北市,林口區,林口區公所,500,25.073632,121.366791
bike633,三峽區復興路人行道及周邊道路改善工程,復興路、和平街口,復興路、復興路237巷口,新北市,三峽區,新北市三峽區公所,243,24.938887,121.368285
bike634,仁愛路二段,仁愛路二段.四維路口,仁愛路二段.文化北路口,新北市,林口區,林口區公所,1400,25.080585,121.369078
bike635,文化一路,文化一路2段與中華路口,文化一路1段15巷,新北市,林口區,林口區公所,2000,25.068515,121.369627
bike636,大義路,學府路,北85,新北市,三峽區,新北市政府交通局,375,24.94960433,121.3762236
bike637,三樹路-佳園路三段,大學路,北85,新北市,三峽區,新北市三峽區、樹林區公所,1750,24.939876,121.378412
bike638,中華路,中華路與文化一路口,中華路與文化北路口,新北市,林口區,林口區公所,1000,25.093936,121.378833
bike639,四維路,四維路.仁愛路二段口,四維路.東湖路口,新北市,林口區,林口區公所,200,25.0740256,121.381529
bike640,仁愛路,仁愛路1段6巷口,仁愛路與四維路口,新北市,林口區,養工處,550,25.07421,121.381609
bike641,東湖路,東湖路.興林路口,東湖路.四維路口,新北市,林口區,林口區公所,800,25.0725582,121.3818026
bike642,興林路,興林路.仁愛路口,興林路.東湖路口,新北市,林口區,林口區公所,300,25.07650359,121.3897955
bike643,仁愛路一段,仁愛路一段(師範大學林口校區),仁愛路一段.興林路口,新北市,林口區,林口區公所,1450,25.076542,121.389806
bike644,育德街,佳園路1段,育德街,新北市,樹林區,樹林區公所,350,24.97184937,121.392585
bike645,柑園二橋新建工程,樹林區柑園街一段,樹林區環河路,新北市,樹林區,樹林區公所,990,24.9651757,121.4046136
bike646,大安路,保安街一段,八德街,新北市,樹林區,樹林區公所,1168,24.99594767,121.4207268
bike647,新市二路一段南側,新市二路一段與淡金路口,新市二路三段與濱海路四段口,新北市,淡水區,淡水區公所,2500,25.19781575,121.421628
bike648,新市二路一段北側,新市二路一段與淡金路口,新市二路三段與濱海路四段口,新北市,淡水區,淡水區公所,2500,25.19709251,121.4238381
bike649,濱海路(南側),沙崙路一段,中山北路三段,新北市,淡水區,淡水區公所,1900,25.19163061,121.4247233
bike650,沙崙排水整治美化及自行車道工程(西側),松柏橋,中華路,新北市,樹林區,樹林區公所,500,24.98968068,121.4247436
bike651,濱海路(北側),沙崙路一段,中山北路三段,新北市,淡水區,淡水區公所,1900,25.191898,121.424772
bike652,沙崙排水整治美化及自行車道工程(東側),松柏橋,中華路,新北市,樹林區,樹林區公所,500,24.98963203,121.4248271
bike653,新市五路(北側),後洲路一段與新市五路二段,新市五路與沙崙路五段,新北市,淡水區,淡水區公所,1100,25.2002548,121.4286549
bike654,新市五路(南側),後洲路一段與新市五路二段,新市五路與沙崙路五段,新北市,淡水區,淡水區公所,1100,25.19995197,121.4286757
bike655,新市六路(南側),新市六路與義山路二路交接口,新市六路一段與後洲路一段交接口,新北市,淡水區,淡水區公所,950,25.2029026,121.4305758
bike656,沙崙路一段西側,沙崙路一段與新市一路口,沙崙路一段與新市二路口,新北市,淡水區,淡水區公所,750,25.19385486,121.4317131
bike657,沙崙路一段東側,沙崙路一段與新市一路口,沙崙路二段與新市六路口,新北市,淡水區,淡水區公所,800,25.193901,121.431845
bike658,新市二路(北側),新市二路一段與崁頂五路,新市二路四段與淡金路三段,新北市,淡水區,淡水區公所,2380,25.19322401,121.438351
bike659,新市二路(南側),新市二路一段與崁頂五路,新市二路四段與淡金路三段,新北市,淡水區,淡水區公所,2165,25.192942,121.438359
bike660,義山路一段西側,義山路一段153巷口,義山路二段與新市六路口,新北市,淡水區,淡水區公所,1300,25.19304908,121.4383918
bike661,義山路一段東側,義山路一段153巷口,義山路二段與新市二路口,新北市,淡水區,淡水區公所,520,25.19303451,121.4384723
bike662,金城路1段,和平路,中華路,新北市,土城區,土城區公所,843,24.96866897,121.4385796
bike663,義山路(西側),義山路二段與新市六路交接口,義山路一段與濱海路一段交接口,新北市,淡水區,淡水區公所,800,25.20039803,121.4393949
bike664,義山路(東側),義山路二段與新市六路交接口,義山路一段與濱海路一段交接口,新北市,淡水區,淡水區公所,800,25.20037861,121.4395666
bike665,濱海路1、2段,淡金路二段,濱海路二段202巷,新北市,淡水區,淡水區公所,2160,25.188759,121.44611
bike666,新市二路四段,淡金路二段,義山路,新北市,,新北市淡水區公所,830,25.192546,121.446429
bike667,湳仔溝自行車道,四汴頭抽水站,華東公園,新北市,板橋區,新北市板橋區公所,3600,24.99525075,121.4473879
bike668,明德路2段,學府路,金城路,新北市,土城區,土城區公所,964,24.98239174,121.4496624
bike669,明德路1段,金城路口,青雲路口,新北市,土城區,土城區公所,720,24.97989239,121.4527416
bike670,文化路(民權路至北門街),民權路,北門街,新北市,板橋區,新北市板橋區公所,317,25.01042739,121.4579344
bike671,頭前路,思源路口,福前街口,新北市,新莊區,新莊區公所,750,25.05242111,121.4601874
bike672,三民路,三民高中,成蘆橋頭,新北市,蘆洲區,新北市蘆洲區公所,1487,25.09191469,121.4629877
bike673,金城路2、3段,裕民路,立德路,新北市,土城區,新北市土城區公所,2300,24.9860872,121.4646184
bike674,金城路3段,明德路1段,延吉街,新北市,土城區,新北市土城區公所,650,24.986096,121.464636
bike675,頭前路(北側),思源路,中興北街,新北市,新莊區,新莊區公所,920,25.05272462,121.469016
bike676,頭前路(南側),思源路,中興北街,新北市,新莊區,新莊區公所,920,25.05239982,121.4690293
bike677,疏洪東路,穀保家商,竹圍仔街,新北市,三重區,三重區公所,2610,25.068168,121.470947
bike678,縣民大道萬板路,江翠橫移門,萬板路與莒光路口,新北市,板橋區,板橋區公所,7355,25.02352491,121.4740598
bike679,捷運路(南側),機捷三重站,北捷三重站,新北市,三重區,三重區公所,300,25.055321,121.482891
bike680,捷運路(北側),機捷三重站,北捷三重站,新北市,三重區,三重區公所,280,25.055791,121.483873
bike681,光復橋,光復橋,光復橋,新北市,板橋區,新北市政府高灘地工程管理處,64,25.02230932,121.4862358
bike682,中和排水路自行車道,中和排水站,土城區界,新北市,中和區,中和區公所,4720,25.00733633,121.4927756
bike683,深坑河濱自行車道,木柵路5段與深坑交界處,北深路3段155巷底,新北市,深坑區,深坑區,622,25.00452663,121.5961587
bike684,大同路1段至民權街1段,大同路1段,民權街1段,新北市,汐止區,汐止區公所,1438,25.05466628,121.6217047
bike685,獅頭路,國中橋,忠福橋,新北市,萬里區,萬里區公所,2200,25.17041693,121.6804075
bike686,柑城橋自行車道,擺接堡路,柑園路一段,新北市,,高灘地工程 管理處,1,0.001925013,118.7564782
bike687,新店區碧潭浮筒自行車牽引道,新店渡渡口,開天宮,新北市,新店區,高灘地工程管理處,135,0.001925013,118.7564782
bike688,新北市三鶯二橋資行車引道,新北市三鶯二橋鶯歌端,新北市三鶯二橋鶯歌端橋下,新北市,鶯歌區,新北市政府高灘地工程管理處,200,2.495941889,119.0108096
bike689,大漢溪左岸自行車道,重新橋下,三鶯地區,新北市,三重區、新莊區、樹林區、鶯歌區,新北市政府高灘地工程管理處,24400,24.93305655,121.3434738
bike690,林口溪自行車道,土地公厝橋,成功橋,新北市,林口區,水利局,1000,25.09089601,121.356728
bike691,三鶯新生地景觀工程,南靖橋,平交道口,新北市,鶯歌區,新北市鶯歌區公所,1500,24.95633565,121.3585854
bike692,大漢溪左岸步道及自行車道,柑園橋下,三鶯二橋下,新北市,樹林及鶯歌區,新北市政府高灘地工程管理處,4300,24.95808652,121.3716745
bike693,西園里自行車步道,柑園街2段276巷,柑園街2段418巷,新北市,樹林區,樹林區公所,1400,24.95193894,121.3740778
bike694,大漢溪右岸自行車道,華江橋下,三峽橫溪口,新北市,板橋區、土城區、三峽區,新北市政府高灘地工程管理處,20220,24.93962339,121.3944519
bike695,新北市三峽區溪北河濱公園設置自行車道及棧橋式牽引道,華江橋下,三峽橫渡溪口,新北市,板橋區、土城區、三峽區,新北市政府高灘地工程管理處,20220,24.938282,121.394668
bike696,金色水岸自行車道,關渡自然公園,漁人碼頭,新北市,淡水區,新北市政府高灘地工程處,11500,25.18586715,121.4092737
bike697,挖子尾至十三行博物館,挖子尾,十三行博物館,新北市,,新北市政府高灘地工程管理處,1640,25.169096,121.41665
